nr,0
259,False
260,True
261,False
262,True
263,False
264,False
265,False
266,False
267,False
268,True
269,False
270,False
271,False
272,False
273,False
274,False
275,False
276,False
277,False
278,True
279,True
280,True
281,False
282,False
283,False
284,False
285,False
286,False
287,True
288,False
289,False
290,False
291,False
292,False
293,True
294,False
295,True
296,False
297,False
298,False
299,False
300,False
301,True
302,False
303,False
304,False
305,False
306,False
307,False
308,True
309,False
310,True
311,False
312,False
313,False
314,False
315,False
316,True
317,False
318,False
319,False
320,True
321,False
322,False
323,False
324,True
325,False
326,True
327,True
328,True
329,True
330,False
331,False
332,True
333,False
334,False
335,False
336,False
337,False
338,False
339,True
340,False
341,False
342,False
343,False
344,True
345,False
346,False
347,False
348,True
349,False
350,False
351,True
352,False
353,False
354,False
355,False
356,True
357,False
358,True
359,True
360,False
361,False
362,False
363,False
364,True
365,False
366,False
367,False
368,True
369,True
370,False
371,False
372,False
373,False
374,False
375,False
376,False
377,False
378,False
379,False
380,False
381,True
382,False
383,False
384,False
385,False
386,False
387,False
388,True
389,False
390,False
391,False
392,True
393,True
394,False
395,False
396,False
397,False
398,False
399,False
400,False
401,False
402,True
403,False
404,False
405,False
406,False
407,False
408,False
409,True
410,False
411,True
412,False
413,True
414,False
415,False
416,False
417,False
418,False
419,False
420,False
421,False
422,False
423,False
424,False
425,False
426,False
427,False
428,False
429,False
430,False
431,False
432,False
433,False
434,False
435,True
436,True
437,False
438,False
439,False
440,False
441,False
442,False
443,False
444,False
445,False
446,False
447,False
448,False
449,False
450,False
451,False
452,False
453,False
454,False
455,False
456,False
457,True
458,False
459,False
460,False
461,True
462,True
463,False
464,False
465,True
466,False
467,False
468,False
469,True
470,False
471,False
472,False
473,False
474,False
475,True
476,False
477,True
478,False
479,False
480,False
481,False
482,False
483,False
484,False
485,False
486,False
487,True
488,False
489,True
490,False
491,False
492,False
493,True
494,True
495,True
496,False
497,False
498,True
499,False
500,False
501,False
502,False
503,False
504,True
505,False
506,False
507,False
508,False
509,False
510,False
511,False
512,False
513,True
514,False
515,False
516,False
517,False
518,False
519,False
520,False
521,True
522,False
523,True
524,False
525,False
526,False
527,False
528,False
529,False
530,False
531,False
532,False
533,False
534,False
535,False
536,False
537,False
538,True
539,False
540,False
541,True
542,False
543,False
544,False
545,True
546,False
547,False
548,False
549,False
550,False
551,False
552,False
553,False
554,False
555,False
556,False
557,False
558,False
559,False
560,False
561,False
562,False
563,False
564,False
565,False
566,False
567,False
568,False
569,False
570,False
571,True
572,False
573,True
574,True
575,True
576,False
577,False
578,False
579,False
580,False
581,False
582,False
583,True
584,False
585,False
586,False
587,True
588,True
589,False
590,True
591,True
592,True
593,False
594,True
595,False
596,False
597,False
598,True
599,False
600,False
601,False
602,True
603,False
604,True
605,False
606,False
607,False
608,False
609,False
610,True
611,False
612,True
613,True
614,False
615,True
616,False
617,False
618,False
620,False
621,True
622,False
623,False
624,False
625,False
626,False
627,False
628,False
629,False
630,False
631,False
632,False
633,False
634,True
635,False
636,False
637,False
638,False
639,False
640,False
641,False
642,True
643,True
644,False
645,False
646,True
647,False
648,True
649,False
650,False
651,False
652,False
653,False
654,False
655,False
656,False
657,False
658,False
659,True
660,False
661,False
662,False
663,True
664,False
665,False
666,False
667,True
668,True
669,False
670,False
671,False
672,False
673,True
674,False
675,False
676,True
677,True
678,False
679,False
680,False
681,True
682,False
683,False
684,False
685,True
686,False
687,False
688,False
689,False
690,False
691,False
692,False
693,False
694,False
695,False
696,False
697,True
698,True
699,False
700,True
701,True
702,False
703,False
704,False
705,True
706,True
707,False
708,False
709,False
710,False
711,True
712,False
713,False
714,False
715,False
716,True
717,False
718,False
719,True
720,True
721,False
722,False
723,True
724,False
725,False
726,True
727,False
728,False
729,False
730,True
731,False
732,False
733,False
734,False
735,False
736,False
737,False
738,False
739,False
740,False
741,True
742,False
743,False
744,False
745,True
746,False
747,True
748,True
749,False
750,False
751,False
752,True
753,False
754,False
755,False
756,False
757,True
758,False
759,False
760,False
761,False
762,False
763,False
764,False
765,False
766,False
767,False
768,False
769,False
770,False
771,False
772,False
773,False
774,False
775,False
776,False
777,False
778,False
779,False
780,False
781,False
782,False
783,False
784,False
785,False
786,True
787,True
788,False
789,False
790,False
791,True
792,False
793,False
794,False
795,False
796,False
797,False
798,False
799,True
800,False
801,False
802,False
803,True
804,False
805,False
806,False
807,False
808,False
809,False
810,False
811,False
812,True
813,False
814,False
815,True
816,False
817,False
818,True
819,False
820,False
821,False
822,False
823,True
824,False
825,True
826,False
827,True
828,True
829,False
830,False
831,True
832,False
833,False
834,True
835,False
836,False
837,False
838,False
839,False
840,False
841,True
842,False
843,False
844,True
845,False
846,False
847,False
848,False
849,False
850,False
851,False
852,False
853,False
854,False
855,True
856,False
857,False
858,False
859,True
860,False
861,False
862,True
863,False
864,True
865,True
866,True
867,False
868,True
869,True
870,False
871,False
872,False
873,True
874,False
875,False
876,False
877,False
878,False
879,False
880,False
881,False
882,False
883,False
884,False
885,False
886,False
887,False
888,False
889,False
890,False
891,False
892,False
893,False
894,True
895,False
896,True
897,True
898,True
899,False
900,True
901,False
902,False
903,False
904,False
905,False
906,False
907,True
908,False
909,True
910,True
911,True
912,False
913,True
914,False
915,False
916,False
917,False
918,False
919,False
920,False
921,False
922,False
923,False
924,False
925,False
926,True
927,True
928,False
929,True
930,False
931,False
932,False
933,False
934,False
935,False
936,False
937,True
938,False
939,False
940,True
941,False
942,True
943,False
944,False
945,False
946,False
947,False
948,False
949,False
950,False
951,False
952,False
953,False
954,False
955,False
956,False
957,True
958,False
959,False
960,False
961,True
962,True
963,True
964,False
965,True
966,False
967,False
968,False
969,False
970,False
971,False
972,False
973,False
974,True
975,False
976,False
977,False
978,True
979,False
980,False
981,False
982,False
983,False
984,True
985,False
986,True
987,False
988,True
989,False
990,False
991,False
992,False
993,True
994,False
995,False
996,False
997,False
998,True
999,False
1000,True
1001,False
1002,False
1003,False
1004,False
1005,True
1006,False
1007,False
1008,False
1009,False
1010,False
1011,False
1012,False
1013,False
1014,False
1015,False
1016,False
1017,False
1018,False
1019,True
1020,False
1021,False
1022,True
1023,True
1024,False
1025,False
1026,False
1027,False
1028,False
1029,True
1030,True
1031,False
1032,True
1033,True
1034,False
1035,False
1036,False
1037,False
1038,True
1039,True
1040,True
1041,True
1042,False
1043,False
1044,False
1045,True
1046,False
1047,False
1048,False
1049,False
1050,False
1051,False
1052,False
1053,False
1054,False
1055,True
1056,False
1057,False
1058,False
1059,False
1060,False
1061,False
1062,False
1063,False
1064,False
1065,True
1066,False
1067,False
1068,False
1069,True
1070,False
1071,False
1072,False
1073,False
1074,False
1075,False
1076,True
1077,False
1078,False
1079,True
1080,False
1081,False
1082,False
1083,True
1084,False
1085,False
1086,False
1087,True
1088,False
1089,True
1090,False
1091,False
1092,True
1093,False
1094,False
1095,True
1096,False
1097,False
1098,False
1099,True
1100,False
1101,False
1102,False
1103,False
1104,False
1105,False
1106,True
1107,False
1108,False
1109,True
1110,False
1111,False
1112,False
1113,True
1114,True
1115,False
1116,False
1117,False
1118,True
1119,False
1120,True
1121,False
1122,False
1123,False
1124,False
1125,False
1126,False
1127,False
1128,True
1129,False
1130,False
1131,True
1132,False
1133,False
1134,True
1135,False
1136,False
1137,False
1138,False
1139,False
1140,False
1141,False
1142,False
1143,False
1144,False
1145,False
1146,False
1147,True
1148,False
1149,False
1150,False
1151,False
1152,False
1153,False
1154,False
1155,False
1156,True
1157,False
1158,False
1159,False
1160,False
1161,False
1162,True
1163,False
1164,False
1165,False
1166,True
1167,False
1168,False
1169,False
1170,False
1171,False
1172,False
1173,True
1174,False
1175,True
1176,True
1177,True
1178,False
1179,False
1180,False
1181,False
1182,True
1183,False
1184,False
1185,False
1186,True
1187,True
1188,False
1189,False
1190,False
1191,False
1192,True
1193,False
1194,True
1195,False
1196,False
1197,False
1198,True
1199,False
1200,False
1201,False
1202,True
1203,False
1204,False
1205,False
1206,False
1207,False
1208,False
1209,False
1210,False
1211,False
1212,False
1213,False
1214,False
1215,False
1216,False
1217,False
1218,True
1219,False
1220,False
1221,False
1222,False
1223,False
1224,False
1225,False
1226,False
1227,False
1228,False
1229,True
1230,False
1231,False
1232,True
1233,True
1234,False
1235,False
1236,False
1237,False
1238,False
1239,False
1240,False
1241,False
1242,True
1243,False
1244,False
1245,False
1246,False
1247,False
1248,True
1249,False
1250,False
1251,False
1252,False
1253,False
1254,False
1255,False
1256,False
1257,False
1258,False
1259,False
1260,False
1261,False
1262,False
1263,False
1264,False
1265,True
1266,False
1267,False
1268,False
1269,False
1270,False
1271,False
1272,False
1273,True
1274,False
1275,False
1276,False
1277,True
1278,False
1279,False
1280,False
1281,False
1282,True
1283,False
1284,False
1285,False
1286,False
1287,False
1288,False
1289,True
1290,True
1291,True
1292,True
1293,True
1294,False
1295,True
1296,False
1297,True
1298,True
1299,False
1300,False
1301,True
1302,True
1303,True
1304,False
1305,True
1306,False
1307,False
1308,False
1309,False
1310,False
1311,False
1312,True
1313,True
1314,False
1315,False
1316,False
1317,True
1318,False
1319,False
1320,False
1321,True
1322,True
1323,False
1324,False
1325,False
1326,False
1327,False
1328,False
1329,False
1330,False
1331,False
1332,False
1333,True
1334,False
1335,True
1336,False
1337,False
1338,False
1339,True
1340,False
1341,False
1342,False
1343,False
1344,False
1345,False
1346,False
1347,False
1348,False
1349,False
1350,False
1351,True
1352,False
1353,False
1354,False
1355,True
1356,False
1357,False
1358,False
1359,False
1360,True
1361,True
1362,True
1363,True
1364,False
1365,False
1366,False
1367,False
1368,False
1369,False
1370,True
1371,True
1372,False
1373,False
1374,True
1375,False
1376,False
1377,False
1378,True
1379,False
1380,False
1381,False
1382,False
1383,False
1384,False
1385,False
1386,False
1387,False
1388,False
1389,False
1390,False
1391,False
1392,False
1393,False
1394,False
1395,False
1396,False
1397,True
1398,True
1399,True
1400,False
1401,False
1402,False
1403,False
1404,True
1405,False
1406,False
1407,False
1408,False
1409,True
1410,True
1411,False
1412,True
1413,False
1414,True
1415,False
1416,False
1417,False
1418,False
1419,False
1420,True
1421,False
1422,False
1423,False
1424,False
1425,False
1426,False
1427,False
1428,False
1429,False
1430,False
1431,False
1432,True
1433,True
1434,True
1435,False
1436,False
1437,True
1438,False
1439,False
1440,False
1441,False
1442,False
1443,False
1444,True
1445,False
1446,False
1447,True
1448,False
1449,False
1450,True
1451,True
1452,False
1453,True
1454,False
1455,False
1456,False
1457,False
1458,True
1459,True
1460,False
1461,False
1462,True
1463,False
1464,False
1465,False
1466,False
1467,False
1468,False
1469,False
1470,False
1471,False
1472,False
1473,True
1474,False
1475,False
1476,False
1477,False
1478,False
1479,False
1480,False
1481,False
1482,False
1483,False
1484,False
1485,False
1486,False
1487,True
1488,True
1489,False
1490,False
1491,False
1492,True
1493,False
1494,False
1495,False
1496,False
1497,True
1498,False
1499,False
1500,False
1501,False
1502,False
1503,False
1504,False
1505,False
1506,False
1507,True
1508,False
1509,False
1510,False
1511,True
1512,False
1513,True
1514,False
1515,True
1516,False
1517,False
1518,True
1519,False
1520,False
1521,False
1522,False
1523,False
1524,False
1525,False
1526,True
1527,False
1528,False
1529,False
1530,False
1531,True
1532,True
1533,False
1534,False
1535,False
1536,True
1537,True
1538,False
1539,False
1540,False
1541,False
1542,True
1543,False
1544,False
1545,True
1546,False
1547,False
1548,False
1549,False
1550,False
1551,False
1552,True
1553,False
1554,True
1555,False
1556,False
1557,True
1558,False
1559,False
1560,True
1561,False
1562,True
1563,False
1564,False
1565,False
1566,True
1567,False
1568,False
1569,True
1570,False
1571,False
1572,True
1573,True
1574,False
1575,False
1576,False
1577,False
1578,False
1579,False
1580,False
1581,False
1582,False
1583,True
1584,False
1585,False
1586,False
1587,True
1588,False
1589,False
1590,False
1591,True
1592,False
1593,False
1594,True
1595,True
1596,False
1597,False
1598,False
1599,True
1600,False
1601,True
1602,True
1603,False
1604,False
1605,True
1606,False
1607,False
1608,False
1609,True
1610,False
1611,False
1612,False
1613,False
1614,False
1615,False
1616,False
1617,False
1618,False
1619,False
1620,True
1621,True
1622,False
1623,False
1624,False
1625,True
1626,True
1627,True
1628,False
1629,False
1630,False
1631,False
1632,False
1633,False
1634,False
1635,False
1636,False
1637,False
1638,True
1639,False
1640,False
1641,False
1642,True
1643,True
1644,False
1645,False
1646,False
1647,False
1648,False
1649,False
1650,False
1651,False
1652,False
1653,False
1654,False
1655,False
1656,True
1657,False
1658,False
1659,False
1660,False
1661,False
1662,False
1663,False
1664,False
1665,False
1666,False
1667,True
1668,False
1669,False
1670,False
1671,True
1672,False
1673,False
1674,True
1675,True
1676,True
1677,False
1678,False
1679,True
1680,True
1681,False
1682,False
1683,False
1684,True
1685,False
1686,True
1687,False
1688,True
1689,False
1690,False
1691,False
1692,False
1693,False
1694,False
1695,False
1696,False
1697,False
1698,False
1699,True
1700,False
1701,False
1702,False
1703,False
1704,False
1705,False
1706,False
1707,False
1708,False
1709,True
1710,False
1711,False
1712,True
1713,False
1714,False
1715,False
1716,False
1717,True
1718,False
1719,True
1720,True
1721,False
1722,False
1723,False
1724,False
1725,False
1726,False
1727,False
1728,False
1729,False
1730,True
1731,False
1732,False
1733,False
1734,False
1735,False
1736,False
1737,True
1738,False
1739,False
1740,False
1741,False
1742,True
1743,True
1744,False
1745,False
1746,True
1747,False
1748,False
1749,True
1750,True
1751,True
1752,False
1753,True
1754,True
1755,False
1756,False
1757,True
1758,False
1759,True
1760,True
1761,False
1762,False
1763,False
1764,True
1765,False
1766,False
1767,False
1768,False
1769,False
1770,False
1771,True
1772,True
1773,True
1774,False
1775,True
1776,False
1777,False
1778,False
1779,False
1780,True
1781,True
1782,False
1783,False
1784,False
1785,False
1786,True
1787,False
1788,False
1789,True
1790,False
1791,True
1792,False
1793,False
1794,False
1795,False
1796,True
1797,False
1798,False
1799,False
1800,False
1801,False
1802,False
1803,False
1804,True
1805,False
1806,False
1807,True
1808,True
1809,False
1810,False
1811,False
1812,False
1813,False
1814,False
1815,True
1816,False
1817,False
1818,False
1819,False
1820,False
1821,True
1822,False
1823,False
1824,True
1825,False
1826,False
1827,False
1828,True
1829,False
1830,False
1831,False
1832,False
1833,True
1834,True
1835,False
1836,False
1837,True
1838,False
1839,False
1840,True
1841,False
1842,False
1843,True
1844,False
1845,False
1846,False
1847,True
1848,False
1849,False
1850,True
1851,False
1852,True
1853,True
1854,False
1855,True
1856,True
1857,False
1858,False
1859,False
1860,False
1861,False
1862,False
1863,False
1864,False
1865,False
1866,False
1867,False
1868,True
1869,False
1870,False
1871,True
1872,False
1873,True
1874,True
1875,False
1876,False
1877,False
1878,False
1879,True
1880,False
1881,True
1882,False
1883,False
1884,False
1885,True
1886,False
1887,False
1888,True
1889,False
1890,False
1891,True
1892,False
1893,False
1894,True
1895,True
1896,False
1897,False
1898,False
1899,False
1900,True
1901,False
1902,False
1903,False
1904,False
1905,False
1906,False
1907,False
1908,False
1909,False
1910,True
1911,False
1912,False
1913,False
1914,False
1915,False
1916,False
1917,False
1918,False
1919,False
1920,False
1921,False
1922,False
1923,False
1924,False
1925,True
1926,True
1927,True
1928,False
1929,False
1930,False
1931,False
1932,False
1933,True
1934,True
1935,False
1936,False
1937,True
1938,True
1939,False
1940,False
1941,False
1942,False
1943,False
1944,True
1945,True
1946,False
1947,True
1948,False
1949,True
1950,True
1951,True
1952,False
1953,True
1954,True
1955,False
1956,False
1957,False
1958,False
1959,False
1960,False
1961,False
1962,False
1963,False
1964,True
1965,False
1966,False
1967,False
1968,False
1969,False
1970,False
1971,True
1972,False
1973,False
1974,False
1975,False
1976,False
1977,False
1978,True
1979,False
1980,True
1981,False
1982,False
1983,False
1984,True
1985,False
1986,False
1987,False
1988,False
1989,False
1990,False
1991,True
1992,False
1993,False
1994,False
1995,False
1996,True
1997,False
1998,False
1999,False
2000,False
2001,True
2002,False
2003,True
2004,False
2005,False
2006,False
2007,False
2008,False
2009,True
2010,False
2011,False
2012,False
2013,False
2014,True
2015,True
2016,False
2017,True
2018,False
2019,True
2020,False
2021,False
2022,False
2023,False
2024,True
2025,True
2026,True
2027,False
2028,False
2029,False
2030,True
2031,True
2032,True
2033,False
2034,True
2035,False
2036,False
2037,True
2038,True
2039,False
2040,False
2041,False
2042,False
2043,False
2044,False
2045,True
2046,False
2047,True
2048,False
2049,False
2050,False
2051,False
2052,False
2053,False
2054,False
2055,False
2056,False
2057,False
2058,True
2059,False
2060,False
2061,False
2062,False
2063,True
2064,False
2065,False
2066,False
2067,False
2068,False
2069,False
2070,False
2071,True
2072,False
2073,False
2074,False
2075,True
2076,True
2077,False
2078,True
2079,False
2080,False
2081,False
2082,True
2083,False
2084,False
2085,True
2086,False
2087,False
2088,True
2089,False
2090,False
2091,False
2092,True
2093,False
2094,False
2095,False
2096,True
2097,True
2098,False
2099,False
2100,True
2101,False
2102,False
2103,True
2104,False
2105,False
2106,False
2107,False
2108,True
2109,False
2110,False
2111,False
2112,False
2113,False
2114,False
2115,True
2116,True
2117,False
2118,False
2119,False
2120,False
2121,False
2122,True
2123,False
2124,False
2125,False
2126,True
2127,False
2128,True
2129,False
2130,False
2131,False
2132,False
2133,True
2134,False
2135,False
2136,True
2137,False
2138,False
2139,False
2140,False
2141,False
2142,False
2143,False
2144,True
2145,False
2146,True
2147,False
2148,False
2149,False
2150,False
2151,False
2152,False
2153,True
2154,False
2155,False
2156,False
2157,False
2158,False
2159,False
2160,True
2161,False
2162,True
2163,True
2164,False
2165,True
2166,False
2167,True
2168,False
2169,False
2170,False
2171,False
2172,False
2173,False
2174,False
2175,False
2176,False
2177,False
2178,False
2179,False
2180,False
2181,True
2182,False
2183,False
2184,False
2185,True
2186,False
2187,False
2188,False
2189,True
2190,True
2191,True
2192,False
2193,False
2194,False
2195,False
2196,False
2197,True
2198,False
2199,False
2200,False
2201,True
2202,False
2203,False
2204,False
2205,True
2206,False
2207,False
2208,True
2209,False
2210,False
2211,False
2212,False
2213,False
2214,True
2215,False
2216,False
2217,False
2218,True
2219,True
2220,False
2221,False
2222,False
2223,False
2224,False
2225,True
2226,True
2227,False
2228,False
2229,False
2230,True
2231,False
2232,False
2233,True
2234,False
2235,True
2236,True
2237,True
2238,False
2239,True
2240,False
2241,True
2242,False
2243,False
2244,False
2245,False
2246,False
2247,False
2248,False
2249,True
2250,False
2251,True
2252,True
2253,False
2254,False
2255,False
2256,True
2257,False
2258,True
2259,True
2260,True
2261,False
2262,False
2263,True
2264,False
2265,False
2266,True
2267,False
2268,True
2269,False
2270,False
2271,False
2272,True
2273,False
2274,False
2275,False
2276,True
2277,False
2278,False
2279,False
2280,False
2281,True
2282,True
2283,False
2284,False
2285,False
2286,False
2287,False
2288,False
2289,True
2290,False
2291,False
2292,False
2293,True
2294,False
2295,True
2296,False
2297,True
2298,False
2299,False
2300,True
2301,False
2302,True
2303,True
2304,True
2305,False
2306,True
2307,False
2308,False
2309,False
2310,False
2311,False
2312,False
2313,False
2314,False
2315,False
2316,False
2317,True
2318,False
2319,True
2320,False
2321,False
2322,False
2323,False
2324,False
2325,False
2326,False
2327,True
2328,True
2329,True
2330,False
2331,False
2332,False
2333,True
2334,False
2335,True
2336,True
2337,True
2338,True
2339,True
2340,False
2341,False
2342,False
2343,False
2344,False
2345,False
2346,False
2347,False
2348,True
2349,False
2350,True
2351,True
2352,False
2353,False
2354,True
2355,False
2356,False
2357,False
2358,False
2359,False
2360,False
2361,True
2362,True
2363,False
2364,False
2365,True
2366,False
2367,False
2368,True
2369,False
2370,False
2371,False
2372,True
2373,True
2374,False
2375,False
2376,False
2377,False
2378,False
2379,True
2380,False
2381,True
2382,False
2383,False
2384,False
2385,False
2386,True
2387,False
2388,False
2389,False
2390,False
2391,False
2392,False
2393,True
2394,True
2395,True
2396,False
2397,False
2398,False
2399,False
2400,True
2401,False
2402,False
2403,False
2404,True
2405,True
2406,False
2407,True
2408,False
2409,True
2410,True
2411,True
2412,True
2413,False
2414,False
2415,True
2416,False
2417,False
2418,False
2419,False
2420,False
2421,False
2422,False
2423,True
2424,False
2425,False
2426,False
2427,True
2428,True
2429,False
2430,False
2431,False
2432,True
2433,True
2434,False
2435,False
2436,False
2437,False
2438,False
2439,False
2440,False
2441,False
2442,True
2443,True
2444,False
2445,True
2446,False
2447,True
2448,False
2449,False
2450,False
2451,False
2452,False
2453,False
2454,False
2455,False
2456,True
2457,False
2458,False
2459,False
2460,True
2461,False
2462,False
2463,False
2464,False
2465,False
2466,False
2467,True
2468,False
2469,True
2470,False
2471,True
2472,False
2473,False
2474,False
2475,True
2476,False
2477,False
2478,False
2479,True
2480,False
2481,False
2482,False
2483,False
2484,False
2485,False
2486,False
2487,True
2488,False
2489,False
2490,False
2491,False
2492,False
2493,False
2494,True
2495,False
2496,False
2497,False
2498,True
2499,False
2500,True
2501,True
2502,True
2503,False
2504,True
2505,True
2506,False
2507,True
2508,False
2509,True
2510,False
2511,False
2512,False
2513,False
2514,True
2515,False
2516,False
2517,False
2518,False
2519,False
2520,False
2521,False
2522,True
2523,False
2524,True
2525,False
2526,False
2527,True
2528,False
2529,False
2530,False
2531,True
2532,False
2533,True
2534,False
2535,True
2536,False
2537,False
2538,False
2539,False
2540,False
2541,False
2542,False
2543,False
2544,False
2545,True
2546,True
2547,False
2548,False
2549,False
2550,False
2551,False
2552,False
2553,True
2554,False
2555,False
2556,False
2557,False
2558,False
2559,False
2560,False
2561,True
2562,False
2563,False
2564,True
2565,False
2566,True
2567,False
2568,True
2569,False
2570,False
2571,False
2572,False
2573,False
2574,False
2575,False
2576,False
2577,False
2578,True
2579,True
2580,False
2581,False
2582,False
2583,False
2584,False
2585,True
2586,False
2587,False
2588,True
2589,True
2590,False
2591,False
2592,True
2593,False
2594,False
2595,False
2596,False
2597,True
2598,True
2599,False
2600,False
2601,False
2602,False
2603,False
2604,False
2605,False
2606,False
2607,True
2608,False
2609,True
2610,False
2611,False
2612,False
2613,False
2614,False
2615,False
2616,False
2617,True
2618,False
2619,True
2620,True
2621,False
2622,False
2623,False
2624,True
2625,True
2626,True
2627,False
2628,False
2629,False
2630,True
2631,False
2632,False
2633,False
2634,True
2635,False
2636,True
2637,False
2638,False
2639,True
2640,False
2641,True
2642,True
2643,False
2644,True
2645,False
2646,False
2647,False
2648,True
2649,False
2650,False
2651,False
2652,False
2653,False
2654,False
2655,False
2656,False
2657,False
2658,True
2659,True
2660,False
2661,False
2662,True
2663,True
2664,False
2665,False
2666,True
2667,False
2668,False
2669,False
2670,True
2671,False
2672,True
2673,False
2674,False
2675,True
2676,False
2677,False
2678,False
2679,False
2680,False
2681,True
2682,False
2683,False
2684,False
2685,False
2686,False
2687,True
2688,False
2689,False
2690,True
2691,False
2692,True
2693,True
2694,False
2695,False
2696,False
2697,True
2698,False
2699,False
2700,False
2701,True
2702,True
2703,False
2704,False
2705,False
2706,True
2707,False
2708,True
2709,False
2710,True
2711,False
2712,False
2713,False
2714,True
2715,False
2716,True
2717,False
2718,False
2719,True
2720,False
2721,False
2722,False
2723,False
2724,True
2725,False
2726,False
2727,False
2728,False
2729,False
2730,False
2731,False
2732,True
2733,True
2734,False
2735,False
2736,True
2737,False
2738,False
2739,False
2740,True
2741,False
2742,False
2743,False
2744,True
2745,False
2746,False
2747,False
2748,True
2749,False
2750,False
2751,False
2752,True
2753,False
2754,True
2755,False
2756,False
2757,True
2758,False
2759,False
2760,False
2761,True
2762,False
2763,True
2764,False
2765,True
2766,True
2767,True
2768,False
2769,False
2770,True
2771,False
2772,False
2773,False
2774,False
2775,False
2776,True
2777,False
2778,False
2779,False
2780,False
2781,False
2782,True
2783,False
2784,False
2785,False
2786,False
2787,False
2788,False
2789,True
2790,False
2791,False
2792,True
2793,True
2794,False
2795,False
2796,False
2797,False
2798,True
2799,False
2800,True
2801,False
2802,True
2803,False
2804,False
2805,False
2806,False
2807,False
2808,False
2809,False
2810,False
2811,False
2812,True
2813,False
2814,False
2815,False
2816,True
2817,False
2818,False
2819,True
2820,False
2821,False
2822,False
2823,False
2824,False
2825,False
2826,False
2827,True
2828,False
2829,False
2830,True
2831,False
2832,True
2833,False
2834,False
2835,False
2836,False
2837,False
2838,False
2839,False
2840,False
2841,False
2842,False
2843,False
2844,True
2845,True
2846,False
2847,False
2848,False
2849,False
2850,False
2851,False
2852,True
2853,False
2854,True
2855,False
2856,False
2857,False
2858,False
2859,False
2860,True
2861,False
2862,False
2863,False
2864,False
2865,True
2866,False
2867,True
2868,True
2869,False
2870,False
2871,False
2872,False
2873,False
2874,True
2875,False
2876,False
2877,False
2878,False
2879,False
2880,False
2881,False
2882,False
2883,False
2884,True
2885,False
2886,False
2887,False
2888,False
2889,False
2890,False
2891,False
2892,True
2893,True
2894,False
2895,True
2896,False
2897,False
2898,False
2899,True
2900,True
2901,True
2902,False
2903,False
2904,True
2905,False
2906,False
2907,True
2908,True
2909,False
2910,True
2911,True
2912,False
2913,False
2914,False
2915,False
2916,False
2917,True
2918,False
2919,False
2920,False
2921,False
2922,False
2923,False
2924,False
2925,False
2926,False
2927,False
2928,True
2929,True
2930,False
2931,True
2932,True
2933,True
2934,False
2935,False
2936,False
2937,False
2938,True
2939,True
2940,True
2941,False
2942,False
2943,False
2944,True
2945,False
2946,False
2947,True
2948,False
2949,False
2950,False
2951,False
2952,True
2953,False
2954,False
2955,False
2956,True
2957,True
2958,False
2959,False
2960,False
2961,True
2962,False
2963,False
2964,False
2965,True
2966,False
2967,False
2968,False
2969,False
2970,True
2971,True
2972,False
2973,False
2974,False
2975,False
2976,False
2977,False
2978,False
2979,False
2980,True
2981,True
2982,False
2983,False
2984,False
2985,True
2986,True
2987,False
2988,False
2989,False
2990,False
2991,False
2992,False
2993,False
2994,False
2995,False
2996,False
2997,True
